consumo_kwh,uso_horario_pico,quantidade_equipamentos,tipo_imovel,horas_alto_consumo,categoria,score_referencia,tipo_cenario,caso_fronteira,caso_raro,outlier_plausivel,lote_geracao
456.430000,True,28,ESCRITORIO,6,MODERADO,53,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
315.480000,True,10,CASA,6,MODERADO,43,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
271.030000,True,8,APARTAMENTO,8,MODERADO,56,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
398.730000,True,18,CASA,6,INEFICIENTE,65,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
302.880000,False,34,ESCRITORIO,3,EFICIENTE,27,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
423.080000,False,15,APARTAMENTO,3,INEFICIENTE,64,RARO_EXTREMO,False,True,True,energiai-v2-seed-42-size-5000
341.680000,False,3,OUTRO,13,MODERADO,32,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
242.670000,False,10,CASA,4,EFICIENTE,19,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
301.070000,False,15,APARTAMENTO,9,INEFICIENTE,69,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
274.270000,True,18,APARTAMENTO,0,MODERADO,49,RARO_EXTREMO,False,True,False,energiai-v2-seed-42-size-5000
384.470000,True,13,CASA,10,INEFICIENTE,68,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
262.400000,True,7,APARTAMENTO,9,MODERADO,55,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
535.680000,True,26,ESCRITORIO,11,INEFICIENTE,75,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
328.780000,False,17,CASA,6,MODERADO,45,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
266.940000,False,14,APARTAMENTO,7,MODERADO,53,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
261.380000,True,16,APARTAMENTO,2,MODERADO,47,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
199.370000,False,8,APARTAMENTO,5,EFICIENTE,25,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
448.170000,True,22,CASA,8,INEFICIENTE,85,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
406.740000,True,15,CASA,10,INEFICIENTE,75,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
348.320000,True,11,CASA,8,MODERADO,54,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
191.790000,False,8,APARTAMENTO,5,EFICIENTE,24,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
464.250000,True,19,COMERCIO,12,INEFICIENTE,77,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
319.840000,False,27,OUTRO,1,EFICIENTE,28,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
523.130000,True,22,ESCRITORIO,22,INEFICIENTE,80,RARO_EXTREMO,False,True,True,energiai-v2-seed-42-size-5000
425.170000,True,13,CASA,11,INEFICIENTE,78,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
516.860000,True,16,ESCRITORIO,14,INEFICIENTE,73,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
189.470000,False,14,APARTAMENTO,1,EFICIENTE,21,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
227.750000,True,14,APARTAMENTO,1,MODERADO,36,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
168.880000,False,7,APARTAMENTO,2,EFICIENTE,11,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
376.970000,True,9,CASA,11,INEFICIENTE,64,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
273.940000,True,16,APARTAMENTO,4,MODERADO,57,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
299.960000,False,12,CASA,8,MODERADO,40,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
293.120000,True,17,CASA,1,MODERADO,35,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
476.110000,True,30,OUTRO,3,MODERADO,53,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
339.440000,True,19,CASA,3,MODERADO,49,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
576.130000,False,20,CASA,2,INEFICIENTE,62,RARO_EXTREMO,False,True,True,energiai-v2-seed-42-size-5000
299.230000,True,7,CASA,5,MODERADO,34,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
251.020000,False,5,CASA,9,EFICIENTE,25,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
1126.680000,True,42,INDUSTRIA,12,INEFICIENTE,73,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
343.600000,False,18,APARTAMENTO,10,INEFICIENTE,88,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
376.870000,False,18,CASA,7,MODERADO,56,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
428.160000,False,18,COMERCIO,14,INEFICIENTE,66,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
207.540000,False,7,CASA,5,EFICIENTE,14,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
422.680000,False,23,COMERCIO,10,MODERADO,60,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
330.210000,True,7,CASA,10,MODERADO,51,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
423.080000,False,15,APARTAMENTO,5,INEFICIENTE,73,RARO_EXTREMO,False,True,True,energiai-v2-seed-42-size-5000
302.010000,False,12,INDUSTRIA,4,EFICIENTE,1,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
180.010000,False,7,CASA,1,EFICIENTE,2,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
435.980000,True,24,COMERCIO,7,INEFICIENTE,63,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
227.270000,False,11,ESCRITORIO,5,EFICIENTE,11,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
320.090000,True,18,APARTAMENTO,5,INEFICIENTE,72,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
245.780000,False,18,APARTAMENTO,4,MODERADO,46,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
444.310000,True,15,CASA,12,INEFICIENTE,88,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
288.010000,True,9,CASA,4,MODERADO,33,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
389.990000,True,18,APARTAMENTO,10,INEFICIENTE,100,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
388.300000,True,9,CASA,12,INEFICIENTE,68,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
316.150000,False,8,COMERCIO,10,EFICIENTE,27,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
856.750000,True,10,OUTRO,11,INEFICIENTE,79,RARO_EXTREMO,False,True,True,energiai-v2-seed-42-size-5000
380.270000,True,17,CASA,7,INEFICIENTE,64,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
439.450000,True,31,ESCRITORIO,5,MODERADO,51,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
292.280000,False,21,CASA,2,MODERADO,33,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
316.450000,False,14,APARTAMENTO,10,INEFICIENTE,74,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
577.160000,True,19,OUTRO,12,INEFICIENTE,72,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
414.200000,True,16,CASA,10,INEFICIENTE,78,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
476.910000,True,18,CASA,11,INEFICIENTE,95,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
231.760000,False,8,CASA,4,EFICIENTE,16,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
157.560000,False,5,APARTAMENTO,2,EFICIENTE,6,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
481.980000,True,31,ESCRITORIO,22,INEFICIENTE,84,RARO_EXTREMO,False,True,True,energiai-v2-seed-42-size-5000
389.970000,True,17,APARTAMENTO,11,INEFICIENTE,100,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
283.960000,False,20,CASA,1,EFICIENTE,28,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
305.040000,False,17,CASA,3,MODERADO,33,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
292.300000,True,6,CASA,6,MODERADO,34,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
275.270000,False,14,APARTAMENTO,8,MODERADO,59,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
507.340000,True,22,CASA,11,INEFICIENTE,100,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
218.310000,True,6,APARTAMENTO,5,MODERADO,34,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
180.000000,False,3,CASA,3,EFICIENTE,3,RARO_EXTREMO,False,True,False,energiai-v2-seed-42-size-5000
343.940000,True,17,APARTAMENTO,8,INEFICIENTE,87,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
198.160000,False,8,CASA,1,EFICIENTE,5,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
353.310000,True,18,COMERCIO,2,MODERADO,33,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
298.680000,True,18,APARTAMENTO,4,INEFICIENTE,64,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
390.660000,False,17,CASA,10,INEFICIENTE,66,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
454.210000,True,20,CASA,10,INEFICIENTE,90,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
271.830000,False,14,APARTAMENTO,7,MODERADO,54,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
334.460000,False,17,APARTAMENTO,10,INEFICIENTE,84,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
335.350000,True,20,CASA,1,MODERADO,43,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
193.230000,False,7,CASA,1,EFICIENTE,4,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
242.860000,False,4,CASA,9,EFICIENTE,22,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
280.190000,False,18,APARTAMENTO,7,INEFICIENTE,63,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
515.600000,True,20,CASA,12,INEFICIENTE,100,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
404.360000,True,16,CASA,9,INEFICIENTE,73,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
453.630000,False,20,CASA,12,INEFICIENTE,88,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
143.910000,False,5,APARTAMENTO,1,EFICIENTE,2,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
370.920000,False,30,ESCRITORIO,5,MODERADO,35,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
226.240000,False,7,CASA,3,EFICIENTE,12,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
266.100000,True,12,APARTAMENTO,6,MODERADO,56,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
448.910000,True,20,CASA,9,INEFICIENTE,86,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
293.930000,False,14,COMERCIO,3,EFICIENTE,15,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
326.550000,False,16,CASA,6,MODERADO,43,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
423.080000,True,10,APARTAMENTO,9,INEFICIENTE,89,RARO_EXTREMO,False,True,True,energiai-v2-seed-42-size-5000
302.400000,False,15,COMERCIO,3,EFICIENTE,17,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
386.740000,True,11,CASA,12,INEFICIENTE,71,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
401.820000,False,16,CASA,12,INEFICIENTE,73,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
436.440000,False,21,ESCRITORIO,11,MODERADO,52,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
200.500000,False,5,CASA,2,EFICIENTE,4,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
281.110000,False,7,COMERCIO,7,EFICIENTE,15,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
295.580000,False,9,CASA,8,MODERADO,35,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
338.000000,True,14,CASA,6,MODERADO,51,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
228.150000,True,5,APARTAMENTO,6,MODERADO,37,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
186.690000,False,13,APARTAMENTO,1,EFICIENTE,19,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
390.000000,True,17,APARTAMENTO,10,INEFICIENTE,100,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
272.950000,False,13,ESCRITORIO,8,EFICIENTE,22,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
313.230000,False,24,COMERCIO,3,EFICIENTE,27,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
424.450000,True,22,ESCRITORIO,8,MODERADO,52,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
223.570000,False,14,APARTAMENTO,3,MODERADO,32,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
358.050000,True,16,APARTAMENTO,10,INEFICIENTE,97,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
245.970000,False,16,CASA,2,EFICIENTE,22,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
393.010000,False,10,COMERCIO,14,MODERADO,50,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
229.240000,True,3,APARTAMENTO,10,MODERADO,44,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
684.500000,False,10,INDUSTRIA,19,MODERADO,37,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
198.290000,True,6,APARTAMENTO,2,EFICIENTE,23,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
502.960000,True,20,CASA,11,INEFICIENTE,100,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
333.860000,True,10,COMERCIO,5,EFICIENTE,30,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
412.940000,True,23,COMERCIO,6,MODERADO,56,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
236.310000,True,12,APARTAMENTO,2,MODERADO,38,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
341.780000,False,25,COMERCIO,4,MODERADO,34,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
519.530000,True,15,ESCRITORIO,12,INEFICIENTE,66,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
197.170000,True,9,APARTAMENTO,1,EFICIENTE,24,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
390.680000,True,16,CASA,7,INEFICIENTE,64,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
210.460000,False,9,APARTAMENTO,5,EFICIENTE,29,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
381.490000,True,11,CASA,11,INEFICIENTE,68,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
393.790000,True,12,CASA,11,INEFICIENTE,71,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
206.080000,False,5,CASA,1,EFICIENTE,3,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
467.090000,True,17,CASA,12,INEFICIENTE,95,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
369.020000,True,7,CASA,11,MODERADO,59,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
267.600000,False,22,CASA,1,EFICIENTE,29,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
457.450000,True,12,OUTRO,9,MODERADO,50,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
218.060000,False,5,OUTRO,7,EFICIENTE,16,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
277.470000,True,9,ESCRITORIO,3,EFICIENTE,17,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
445.210000,False,34,CASA,10,INEFICIENTE,83,RARO_EXTREMO,False,True,True,energiai-v2-seed-42-size-5000
189.960000,False,28,APARTAMENTO,3,MODERADO,33,RARO_EXTREMO,False,True,True,energiai-v2-seed-42-size-5000
639.790000,False,32,INDUSTRIA,9,MODERADO,31,FRONTEIRA,True,False,False,energiai-v2-seed-42-size-5000
909.420000,True,17,INDUSTRIA,20,INEFICIENTE,63,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
204.600000,True,2,OUTRO,3,EFICIENTE,15,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
348.950000,False,17,CASA,5,MODERADO,45,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
407.970000,True,17,CASA,8,INEFICIENTE,72,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
572.940000,True,28,ESCRITORIO,12,INEFICIENTE,84,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
417.520000,True,33,ESCRITORIO,4,MODERADO,47,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
166.260000,False,3,APARTAMENTO,5,EFICIENTE,11,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
248.590000,True,13,APARTAMENTO,3,MODERADO,44,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
244.690000,False,10,ESCRITORIO,4,EFICIENTE,9,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
441.510000,True,18,CASA,9,INEFICIENTE,82,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
190.910000,False,9,APARTAMENTO,3,EFICIENTE,20,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
622.130000,True,33,ESCRITORIO,12,INEFICIENTE,94,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
177.480000,False,2,OUTRO,6,EFICIENTE,9,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
314.700000,True,10,CASA,5,MODERADO,40,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
354.520000,True,15,APARTAMENTO,10,INEFICIENTE,94,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
246.240000,False,15,APARTAMENTO,5,MODERADO,44,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
242.350000,False,10,CASA,3,EFICIENTE,17,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
352.560000,True,17,APARTAMENTO,10,INEFICIENTE,97,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
342.520000,False,10,INDUSTRIA,6,EFICIENTE,4,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
342.500000,True,16,APARTAMENTO,8,INEFICIENTE,85,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
403.370000,False,3,COMERCIO,14,MODERADO,46,RARO_EXTREMO,False,True,False,energiai-v2-seed-42-size-5000
306.960000,False,10,COMERCIO,6,EFICIENTE,19,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
219.920000,False,9,APARTAMENTO,5,EFICIENTE,30,FRONTEIRA,True,False,False,energiai-v2-seed-42-size-5000
468.790000,True,42,COMERCIO,12,INEFICIENTE,89,RARO_EXTREMO,False,True,True,energiai-v2-seed-42-size-5000
350.170000,True,2,APARTAMENTO,8,INEFICIENTE,64,RARO_EXTREMO,False,True,False,energiai-v2-seed-42-size-5000
1198.370000,True,38,INDUSTRIA,18,INEFICIENTE,88,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
810.200000,True,28,INDUSTRIA,13,MODERADO,53,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
368.550000,True,10,CASA,10,INEFICIENTE,61,FRONTEIRA,True,False,False,energiai-v2-seed-42-size-5000
232.460000,False,7,ESCRITORIO,4,EFICIENTE,6,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
253.210000,False,7,APARTAMENTO,10,MODERADO,47,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
250.470000,True,3,OUTRO,3,EFICIENTE,19,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
445.080000,True,18,CASA,9,INEFICIENTE,82,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
188.910000,True,7,APARTAMENTO,1,EFICIENTE,21,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
242.180000,True,17,APARTAMENTO,1,MODERADO,42,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
175.490000,False,3,APARTAMENTO,4,EFICIENTE,11,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
557.480000,True,33,ESCRITORIO,9,INEFICIENTE,77,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
252.650000,True,5,CASA,0,EFICIENTE,17,RARO_EXTREMO,False,True,False,energiai-v2-seed-42-size-5000
375.820000,False,24,OUTRO,6,MODERADO,40,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
510.740000,True,28,OUTRO,5,MODERADO,59,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
309.760000,True,16,APARTAMENTO,6,INEFICIENTE,71,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
363.620000,False,21,CASA,6,MODERADO,55,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
573.060000,True,28,ESCRITORIO,12,INEFICIENTE,84,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
328.380000,False,10,CASA,10,MODERADO,46,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
298.230000,False,9,COMERCIO,5,EFICIENTE,15,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
336.590000,True,5,CASA,9,MODERADO,46,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
217.620000,False,8,CASA,2,EFICIENTE,10,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
402.290000,True,20,CASA,8,INEFICIENTE,75,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
319.660000,True,13,APARTAMENTO,9,INEFICIENTE,79,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
229.680000,False,15,CASA,1,EFICIENTE,17,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
224.930000,False,4,CASA,4,EFICIENTE,10,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
297.290000,True,8,APARTAMENTO,9,INEFICIENTE,65,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
316.240000,True,6,CASA,9,MODERADO,45,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
528.050000,True,28,COMERCIO,12,INEFICIENTE,99,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
229.220000,False,12,APARTAMENTO,4,MODERADO,34,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
460.260000,False,22,ESCRITORIO,12,MODERADO,58,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
194.430000,False,7,CASA,1,EFICIENTE,4,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
399.080000,False,15,ESCRITORIO,11,MODERADO,43,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
397.410000,True,13,CASA,10,INEFICIENTE,70,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
525.460000,False,30,ESCRITORIO,12,INEFICIENTE,72,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
359.400000,False,32,ESCRITORIO,5,MODERADO,36,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
656.890000,True,26,OUTRO,13,INEFICIENTE,88,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
303.980000,True,15,APARTAMENTO,7,INEFICIENTE,72,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
288.450000,False,16,CASA,4,MODERADO,33,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
346.950000,False,11,CASA,12,MODERADO,56,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
357.000000,False,12,CASA,9,MODERADO,51,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
361.620000,False,22,COMERCIO,4,MODERADO,33,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
252.710000,True,5,APARTAMENTO,9,MODERADO,50,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
361.400000,False,5,OUTRO,16,MODERADO,40,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
266.670000,False,13,CASA,4,EFICIENTE,26,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
955.900000,True,14,INDUSTRIA,20,INEFICIENTE,64,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
450.030000,True,27,COMERCIO,8,INEFICIENTE,72,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
326.550000,False,22,COMERCIO,4,EFICIENTE,29,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
256.480000,True,2,APARTAMENTO,11,MODERADO,52,RARO_EXTREMO,False,True,False,energiai-v2-seed-42-size-5000
429.450000,True,13,CASA,12,INEFICIENTE,82,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
980.560000,True,50,INDUSTRIA,9,INEFICIENTE,64,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
212.500000,False,13,APARTAMENTO,4,MODERADO,32,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
71.330000,False,3,APARTAMENTO,3,EFICIENTE,3,RARO_EXTREMO,False,True,True,energiai-v2-seed-42-size-5000
263.010000,False,4,CASA,11,EFICIENTE,29,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
303.930000,False,22,CASA,2,MODERADO,36,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
293.350000,True,17,CASA,1,MODERADO,35,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
300.130000,False,9,CASA,8,MODERADO,35,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
291.700000,True,11,APARTAMENTO,9,INEFICIENTE,69,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
342.100000,False,9,ESCRITORIO,10,EFICIENTE,30,FRONTEIRA,True,False,False,energiai-v2-seed-42-size-5000
250.820000,False,15,APARTAMENTO,5,MODERADO,45,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
231.300000,True,10,APARTAMENTO,3,MODERADO,37,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
497.760000,False,27,OUTRO,9,MODERADO,58,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
413.180000,True,16,CASA,9,INEFICIENTE,74,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
289.850000,True,10,APARTAMENTO,8,INEFICIENTE,63,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
522.680000,False,23,INDUSTRIA,8,EFICIENTE,20,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
287.840000,True,8,APARTAMENTO,11,INEFICIENTE,69,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
157.110000,False,6,APARTAMENTO,2,EFICIENTE,8,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
234.540000,False,12,APARTAMENTO,6,MODERADO,41,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
357.600000,True,11,OUTRO,5,MODERADO,35,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
352.630000,False,12,COMERCIO,11,MODERADO,39,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
236.900000,False,9,APARTAMENTO,10,MODERADO,48,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
252.200000,False,8,APARTAMENTO,10,MODERADO,49,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
273.240000,True,18,APARTAMENTO,3,MODERADO,56,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
168.970000,False,4,APARTAMENTO,2,EFICIENTE,7,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
292.390000,False,15,APARTAMENTO,8,INEFICIENTE,64,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
319.650000,False,14,COMERCIO,3,EFICIENTE,18,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
342.700000,True,16,APARTAMENTO,9,INEFICIENTE,89,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
365.080000,False,27,COMERCIO,5,MODERADO,42,TIPICO,False,False,False,energiai-v2-seed-42-size-5000
423.080000,False,10,APARTAMENTO,6,INEFICIENTE,69,RARO_EXTREMO,False,True,True,energiai-v2-seed-42-size-5000
